
0;-1.0
0,001;-1.0
0,001;-1.9
0,001;-1.9
0,001;-2.0272858
0,001;-2.0735717
0,001;-2.734548
0,001;-2.8245573
0,001;-2.8662145
0,002;-2.9783168
0,002;-3.0193195
0,002;-3.059846
0,002;-3.524335
0,002;-3.626322
0,003;-3.7084982
0,003;-3.7169425
0,003;-3.8445194
0,003;-3.920306
0,004;-4.043357
0,004;-4.132805
0,004;-4.4040227
0,005;-4.51711
0,005;-4.544248
0,006;-4.5818605
0,006;-4.719145
0,006;-4.971822
0,006;-4.990663
0,007;-5.1863594
0,007;-5.24048
0,008;-5.269387
0,008;-5.2914243
0,009;-5.295678
0,01;-5.378013
0,011;-5.4664392
0,011;-5.5330257
0,012;-5.7991505
0,012;-5.850606
0,013;-5.8828697
0,014;-6.0157104
0,015;-6.038958
0,015;-6.192167
0,015;-6.2626204
0,016;-6.2714906
0,017;-6.294772
0,018;-6.306411
0,018;-6.4255557
0,019;-6.4262056
0,019;-6.540689
0,02;-6.584402
0,021;-6.6140513
0,022;-6.634563
0,023;-6.8029184
0,023;-6.8334084
0,024;-6.867076
0,025;-6.968412
0,026;-7.0589786
0,026;-7.0741568
0,027;-7.136113
0,028;-7.1365824
0,029;-7.1810846
0,03;-7.2337856
0,03;-7.3704176
0,031;-7.399787
0,032;-7.431391
0,032;-7.490211
0,033;-7.5171113
0,034;-7.5576453
0,034;-7.607989
0,035;-7.6318426
0,035;-7.640251
0,036;-7.641985
0,036;-7.641985
