
0;-1.0
0,001;-1.0
0,001;-1.9
0,001;-1.9
0,001;-2.0169997
0,002;-2.053
0,002;-2.7298899
0,002;-2.8152997
0,002;-2.8476999
0,003;-2.9510107
0,003;-2.9829426
0,003;-3.0145867
0,003;-3.5057545
0,004;-3.60036
0,005;-3.661399
0,005;-3.6842408
0,006;-3.783956
0,006;-3.8583748
0,007;-3.969235
0,008;-4.051612
0,008;-4.360266
0,009;-4.462801
0,011;-4.484465
0,011;-4.5142117
0,012;-4.6443653
0,013;-4.8730383
0,014;-4.873071
0,015;-4.9649773
0,016;-5.153193
0,019;-5.296014
0,021;-5.312399
0,022;-5.406789
0,023;-5.4916883
0,025;-5.544739
0,027;-5.6233883
0,029;-5.690923
0,034;-5.7173405
0,037;-5.892757
0,038;-5.967564
0,039;-6.0071135
0,041;-6.0343785
0,043;-6.050781
0,044;-6.078278
0,045;-6.162206
0,046;-6.230086
0,047;-6.2469573
0,048;-6.2618666
0,049;-6.301487
0,05;-6.383838
0,052;-6.408617
0,053;-6.4343123
0,053;-6.5131283
0,055;-6.5998735
0,055;-6.6266866
0,055;-6.742039
0,057;-6.754619
0,058;-6.769732
0,059;-6.781709
0,061;-6.785135
0,061;-6.882393
0,063;-6.895619
0,065;-6.904771
0,065;-6.99924
0,068;-7.0350575
0,069;-7.04239
0,072;-7.066998
0,073;-7.071167
0,075;-7.1718135
0,077;-7.1886463
0,078;-7.206617
0,079;-7.220555
0,08;-7.3302965
0,081;-7.361512
0,082;-7.369289
0,082;-7.3931365
0,084;-7.4223742
0,085;-7.425896
0,086;-7.5046935
0,088;-7.514807
0,09;-7.532158
0,091;-7.61728
0,092;-7.649106
0,093;-7.6699376
0,095;-7.691228
0,096;-7.7070246
0,097;-7.7203803
0,098;-7.758912
0,099;-7.777105
0,101;-7.7948265
0,101;-7.8153715
0,103;-7.907046
0,104;-7.92546
0,105;-7.938614
0,107;-7.9875393
0,108;-8.001254
0,109;-8.01196
0,11;-8.032096
0,112;-8.103336
0,113;-8.104984
0,114;-8.115158
0,116;-8.118051
0,117;-8.19385
0,118;-8.209862
0,119;-8.218917
0,12;-8.23561
0,122;-8.257465
0,123;-8.289419
0,125;-8.300024
0,127;-8.311072
0,128;-8.314949
0,128;-8.325886
0,129;-8.380401
0,13;-8.385323
0,132;-8.391645
0,133;-8.398081
0,134;-8.4053955
0,134;-8.431743
0,136;-8.438311
0,136;-8.438911
0,137;-8.438911
