
0;-1.0
0;-1.0
0;-1.9
0;-1.9
0;-2.062
0,001;-2.1430001
0,001;-2.7537398
0,001;-2.8558002
0,001;-2.9287
0,001;-3.070126
0,002;-3.141568
0,002;-3.2115521
0,002;-3.5831673
0,002;-3.7207558
0,003;-3.828356
0,003;-3.8903968
0,003;-4.0125885
0,004;-4.1309595
0,004;-4.2785473
0,004;-4.363576
0,004;-4.5656023
0,005;-4.704928
0,005;-4.7476206
0,005;-4.7953224
0,005;-4.8589816
0,006;-5.020866
0,006;-5.1511693
0,006;-5.177613
0,007;-5.2069206
0,007;-5.2623143
0,007;-5.2977347
0,008;-5.3312707
0,008;-5.344944
0,008;-5.3470144
0,009;-5.3600693
0,009;-5.3600693
