
0;-1.0
0;-1.0
0;-1.9
0;-1.9
0;-2.0215
0;-2.062
0;-2.73187
0;-2.81935
0,001;-2.8558002
0,001;-2.962963
0,001;-2.998866
0,001;-3.034405
0,001;-3.5136313
0,001;-3.6116035
0,002;-3.681757
0,002;-3.6985369
0,002;-3.8103526
0,003;-3.8854384
0,003;-4.0019264
0,003;-4.0876203
0,004;-4.3791404
0,004;-4.4865
0,005;-4.5106034
0,005;-4.5438724
0,005;-4.677271
0,006;-4.9161644
0,006;-4.9284234
0,006;-5.150198
0,007;-5.2426057
0,008;-5.274873
0,009;-5.2864285
0,009;-5.412307
0,01;-5.5475464
0,01;-5.5817685
0,011;-5.612177
0,011;-5.624014
0,012;-5.681022
0,012;-5.716199
0,013;-5.736097
0,014;-5.7635326
0,015;-5.9014106
0,016;-5.9550295
0,016;-5.987074
0,018;-5.9980297
0,019;-6.1927104
0,02;-6.2379346
0,021;-6.240079
0,021;-6.284889
0,022;-6.2892056
0,023;-6.479207
0,024;-6.498526
0,024;-6.525127
0,025;-6.57614
0,027;-6.6888366
0,027;-6.712546
0,028;-6.7147975
0,029;-6.798453
0,03;-6.8393326
0,031;-6.840742
0,032;-7.0089474
0,033;-7.0382013
0,034;-7.0485396
0,034;-7.207197
0,035;-7.246838
0,036;-7.259266
0,037;-7.2829275
0,038;-7.3093348
0,038;-7.4221597
0,039;-7.435284
0,04;-7.4654865
0,041;-7.4707894
0,042;-7.5107784
0,043;-7.5658283
0,044;-7.634615
0,045;-7.6573915
0,046;-7.667856
0,047;-7.6738935
0,048;-7.7475657
0,049;-7.775069
0,05;-7.8172884
0,05;-7.842708
0,051;-7.93739
0,052;-7.9517107
0,053;-7.967916
0,054;-7.988673
0,054;-8.008205
0,055;-8.025885
0,056;-8.055334
0,057;-8.07481
0,057;-8.078274
0,058;-8.081291
0,058;-8.081291
